Order_ID,Customer_ID,Customer_Name,Email,Product,Category,Price,Quantity,Order_Date,City
1047,253,Usman,sara@yahoo.com,Laptop,Electronics,-100,3,2023-03-30,Lahore
1014,267,Fatima,user@outlook.com,Smartwatch,Electronics,,3,2023-03-31,Lahore
1071,232,Ahmed,ali@gmail.com,Laptop,Electronics,1200,2,2023-04-01,
1077,341,Ali,ali@gmail.com,Headphones,Electronics,800,50,2023-04-02,Rawalpindi
1086,220,Ali,sara@yahoo.com,Phone,Electronics,500,5,2023-04-03,
1061,247,Sara,user@outlook.com,Phone,Electronics,,5,2023-04-04,Rawalpindi
1039,347,Ahmed,user@outlook.com,Laptop,Accessories,1200,3,2023-04-05,
1084,327,Fatima,ali@gmail.com,Phone,Accessories,800,,2023-04-06,
1079,335,Usman,ali@gmail.com,Smartwatch,Electronics,800,,2023-04-07,Karachi
1081,334,Usman,sara@yahoo.com,Tablet,Accessories,,2,2023-04-08,Lahore
1052,344,Fatima,sara@yahoo.com,Laptop,Accessories,1500,5,2023-04-09,
1023,327,,user@outlook.com,Phone,Electronics,500,3,2023-04-10,
1025,232,Sara,,Laptop,Electronics,800,50,2023-04-11,Islamabad
1088,314,Usman,user@outlook.com,Laptop,Electronics,,5,2023-04-12,Lahore
1059,318,Ahmed,ali@gmail.com,Tablet,Accessories,,3,2023-04-13,Islamabad
1040,221,Sara,user@outlook.com,Smartwatch,Accessories,1200,3,2023-04-14,Lahore
1028,237,Ahmed,,Laptop,Electronics,1500,1,2023-04-15,Islamabad
1014,308,Ali,sara@yahoo.com,Phone,Electronics,500,50,2023-04-16,
1044,250,Sara,,Headphones,Electronics,-100,1,2023-04-17,
1064,207,Usman,,Laptop,Accessories,1200,2,2023-04-18,Karachi
1088,226,Sara,,Laptop,Accessories,800,1,2023-04-19,Islamabad
1070,226,Sara,sara@yahoo.com,Tablet,Accessories,800,1,2023-04-20,Rawalpindi
1008,220,Sara,,Smartwatch,Accessories,1200,5,2023-04-21,Karachi
1087,229,,,Headphones,Electronics,,,2023-04-22,Islamabad
1000,296,Sara,,Phone,Electronics,800,3,2023-04-23,Islamabad
1007,227,Ahmed,ali@gmail.com,Headphones,Electronics,1500,50,2023-04-24,Karachi
1087,310,Ali,,Phone,Electronics,500,1,2023-04-25,
1062,260,Fatima,sara@yahoo.com,Smartwatch,Accessories,1500,50,2023-04-26,Islamabad
1010,247,Sara,,Phone,Accessories,800,,2023-04-27,
1080,346,Usman,,Tablet,Electronics,-100,,2023-04-28,Karachi
1007,203,Sara,sara@yahoo.com,Tablet,Electronics,500,1,2023-04-29,
1034,234,Usman,,Tablet,Accessories,500,2,2023-04-30,Lahore
1034,248,Ahmed,sara@yahoo.com,Tablet,Electronics,1200,1,2023-05-01,Rawalpindi
1032,216,Usman,,Headphones,Accessories,1200,5,2023-05-02,Islamabad
1004,245,Fatima,sara@yahoo.com,Smartwatch,Electronics,-100,3,2023-05-03,Rawalpindi
1040,316,Ali,,Phone,Electronics,,2,2023-05-04,
1027,205,Usman,,Phone,Electronics,500,1,2023-05-05,Islamabad
1006,298,Usman,ali@gmail.com,Tablet,Electronics,-100,50,2023-05-06,
1072,323,Ali,ali@gmail.com,Tablet,Electronics,1200,2,2023-05-07,Lahore
1071,236,Fatima,,Laptop,Electronics,1200,2,2023-05-08,Karachi
1011,223,Sara,,Smartwatch,Electronics,500,1,2023-05-09,Islamabad
1033,292,Usman,user@outlook.com,Headphones,Accessories,1500,2,2023-05-10,Lahore
1032,245,Ali,sara@yahoo.com,Phone,Accessories,800,50,2023-05-11,Lahore
1047,294,Ahmed,user@outlook.com,Laptop,Accessories,1200,,2023-05-12,Islamabad
1022,298,Ali,ali@gmail.com,Laptop,Accessories,,2,2023-05-13,
1061,315,Ahmed,ali@gmail.com,Phone,Accessories,,,2023-05-14,Lahore
1087,266,Fatima,ali@gmail.com,Headphones,Electronics,1200,50,2023-05-15,Rawalpindi
1036,327,Sara,ali@gmail.com,Laptop,Electronics,1500,1,2023-05-16,Lahore
1098,217,Ali,,Laptop,Accessories,1500,3,2023-05-17,
1043,224,,ali@gmail.com,Smartwatch,Electronics,-100,2,2023-05-18,
1085,253,Usman,,Headphones,Accessories,,3,2023-05-19,Rawalpindi
1090,257,Fatima,,Laptop,Accessories,-100,50,2023-05-20,Lahore
1034,266,Ali,ali@gmail.com,Headphones,Electronics,,2,2023-05-21,
1064,303,Usman,ali@gmail.com,Phone,Electronics,800,,2023-05-22,Islamabad
1098,223,Ali,sara@yahoo.com,Tablet,Electronics,800,5,2023-05-23,Karachi
1046,313,Ahmed,user@outlook.com,Laptop,Accessories,500,3,2023-05-24,Karachi
1077,231,Ali,ali@gmail.com,Smartwatch,Electronics,-100,2,2023-05-25,Karachi
1002,285,,sara@yahoo.com,Phone,Accessories,1200,3,2023-05-26,Lahore
1000,326,Ali,sara@yahoo.com,Headphones,Accessories,-100,2,2023-05-27,Rawalpindi
1004,329,Ali,user@outlook.com,Phone,Accessories,1200,1,2023-05-28,
1089,216,,,Laptop,Electronics,1500,,2023-05-29,Islamabad
1013,303,Fatima,ali@gmail.com,Headphones,Electronics,-100,3,2023-05-30,Islamabad
1026,336,Ali,user@outlook.com,Tablet,Accessories,1500,5,2023-05-31,Lahore
1008,242,,ali@gmail.com,Phone,Electronics,800,5,2023-06-01,Karachi
1078,238,Usman,sara@yahoo.com,Laptop,Electronics,800,50,2023-06-02,Lahore
1014,225,Ahmed,sara@yahoo.com,Smartwatch,Electronics,500,2,2023-06-03,Rawalpindi
1089,298,Ahmed,,Headphones,Accessories,-100,3,2023-06-04,Rawalpindi
1041,249,Ali,sara@yahoo.com,Phone,Accessories,1500,50,2023-06-05,
1076,212,Fatima,sara@yahoo.com,Phone,Electronics,1200,3,2023-06-06,
1050,259,Fatima,user@outlook.com,Tablet,Accessories,800,2,2023-06-07,Rawalpindi
1062,334,Usman,ali@gmail.com,Tablet,Electronics,800,5,2023-06-08,Rawalpindi
1095,256,Ali,ali@gmail.com,Smartwatch,Electronics,1200,1,2023-06-09,Rawalpindi
1051,235,Ahmed,user@outlook.com,Smartwatch,Electronics,1500,5,2023-06-10,Lahore
1095,219,Fatima,,Laptop,Electronics,1500,50,2023-06-11,Rawalpindi
1003,264,Ali,ali@gmail.com,Laptop,Accessories,-100,,2023-06-12,Islamabad
1093,207,Fatima,sara@yahoo.com,Smartwatch,Accessories,-100,1,2023-06-13,Karachi
1022,343,,ali@gmail.com,Smartwatch,Accessories,,50,2023-06-14,Rawalpindi
1014,341,Fatima,sara@yahoo.com,Headphones,Electronics,,2,2023-06-15,Karachi
1042,314,Ahmed,,Tablet,Electronics,500,1,2023-06-16,Lahore
1028,342,Sara,user@outlook.com,Laptop,Electronics,800,50,2023-06-17,Karachi
1035,291,Usman,ali@gmail.com,Tablet,Accessories,-100,2,2023-06-18,Lahore
1012,297,Usman,user@outlook.com,Tablet,Electronics,1500,5,2023-06-19,Islamabad
1031,265,Ahmed,ali@gmail.com,Smartwatch,Accessories,1200,,2023-06-20,Lahore
1070,231,Fatima,sara@yahoo.com,Headphones,Accessories,1500,2,2023-06-21,Lahore
1058,285,Ali,user@outlook.com,Phone,Accessories,800,3,2023-06-22,
1085,250,Fatima,ali@gmail.com,Headphones,Accessories,,2,2023-06-23,Rawalpindi
1027,262,Ahmed,sara@yahoo.com,Headphones,Accessories,1500,2,2023-06-24,Rawalpindi
1065,324,Usman,user@outlook.com,Tablet,Accessories,500,,2023-06-25,Islamabad
1041,349,Fatima,user@outlook.com,Headphones,Electronics,800,3,2023-06-26,Islamabad
1044,257,Usman,ali@gmail.com,Laptop,Electronics,,50,2023-06-27,Rawalpindi
1061,257,Ali,ali@gmail.com,Tablet,Accessories,1200,50,2023-06-28,
1056,285,Usman,ali@gmail.com,Laptop,Accessories,,2,2023-06-29,Rawalpindi
1005,248,Usman,sara@yahoo.com,Phone,Electronics,500,3,2023-06-30,
1027,269,Sara,ali@gmail.com,Tablet,Accessories,800,3,2023-07-01,Islamabad
1027,214,Sara,user@outlook.com,Phone,Accessories,1200,,2023-07-02,Karachi
1043,253,,user@outlook.com,Tablet,Electronics,500,5,2023-07-03,Islamabad
1083,300,Sara,ali@gmail.com,Smartwatch,Accessories,,50,2023-07-04,Islamabad
1029,207,Usman,ali@gmail.com,Headphones,Accessories,500,,2023-07-05,Lahore
1061,252,Ahmed,,Smartwatch,Accessories,800,1,2023-07-06,Lahore
1074,259,Usman,user@outlook.com,Phone,Electronics,-100,50,2023-07-07,Lahore
1091,307,Ahmed,sara@yahoo.com,Headphones,Electronics,500,,2023-07-08,Lahore
1088,204,Ahmed,,Tablet,Electronics,500,50,2023-07-09,
1061,302,Sara,ali@gmail.com,Headphones,Accessories,,5,2023-07-10,Rawalpindi
1096,205,Fatima,ali@gmail.com,Laptop,Accessories,,1,2023-07-11,Karachi
1000,308,Ali,user@outlook.com,Headphones,Electronics,1200,5,2023-07-12,Islamabad
1026,315,Sara,ali@gmail.com,Laptop,Accessories,,1,2023-07-13,
1061,293,Sara,sara@yahoo.com,Headphones,Accessories,1500,2,2023-07-14,Karachi
1076,246,Fatima,user@outlook.com,Laptop,Accessories,800,,2023-07-15,
1002,298,Ali,ali@gmail.com,Phone,Accessories,800,1,2023-07-16,
1069,254,Usman,user@outlook.com,Smartwatch,Accessories,-100,5,2023-07-17,Islamabad
1071,251,,ali@gmail.com,Tablet,Electronics,-100,50,2023-07-18,Rawalpindi
1026,343,,ali@gmail.com,Headphones,Accessories,800,1,2023-07-19,Lahore
1051,336,Usman,ali@gmail.com,Smartwatch,Electronics,-100,50,2023-01-01,Karachi
1092,261,Sara,,Phone,Electronics,800,3,2023-01-02,Islamabad
1014,250,Fatima,sara@yahoo.com,Phone,Electronics,500,,2023-01-03,
1071,258,Sara,ali@gmail.com,Tablet,Electronics,1500,2,2023-01-04,Lahore
1060,317,,sara@yahoo.com,Laptop,Accessories,800,50,2023-01-05,Rawalpindi
1020,295,Ahmed,user@outlook.com,Smartwatch,Accessories,500,2,2023-01-06,Lahore
1082,312,Ali,sara@yahoo.com,Laptop,Accessories,,5,2023-01-07,
1086,261,Ahmed,sara@yahoo.com,Laptop,Accessories,1200,1,2023-01-08,Karachi
1074,251,Fatima,ali@gmail.com,Tablet,Electronics,-100,,2023-01-09,Karachi
1074,211,Sara,ali@gmail.com,Smartwatch,Electronics,,2,2023-01-10,
1087,238,Sara,ali@gmail.com,Smartwatch,Accessories,500,1,2023-01-11,Karachi
1099,329,Usman,sara@yahoo.com,Headphones,Accessories,,50,2023-01-12,Karachi
1023,330,Sara,user@outlook.com,Laptop,Accessories,1200,1,2023-01-13,Karachi
1002,312,Usman,,Laptop,Electronics,500,,2023-01-14,Rawalpindi
1021,300,,,Phone,Accessories,,2,2023-01-15,Rawalpindi
